This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,station_id
"HNDN7","HENDERSONVIL",-82.4453,35.3144,640,"HYD","57271"
"HNEP1","DYBERRY CREE",-75.2667,41.6000,-9999,"HYD","57280"
"HNZC1","HERNANDEZ RS",-120.8367,36.3942,736,"HYD","57388"
"HOCO1","HOCKING HILL",-82.5547,39.4269,305,"HYD","57409"
"HOCT2","CYPRESS CK N",-95.8400,29.9208,-9999,"HYD","57410"
"HOFI2","ON CROOKED C",-89.2667,38.5000,128,"HYD","57425"
"HOLA4","SOUTH FOURCH",-93.0500,34.9167,122,"HYD","57455"
"HONP1","LACKAWAXAN R",-75.2333,41.6000,-9999,"HYD","57500"
"HOOC1","TRINTY RIVER",-123.6767,41.0475,102,"HYD","57506"
"HOOL1","COMITE RIVER",-91.0936,30.5306,3,"HYD","57508"
"HORT2","HORDS CK LAK",-99.5606,31.8328,-9999,"HYD","57556"
"HPKK2","HOPKINSVILLE",-87.5000,36.8333,-9999,"HYD","57644"
"HRDM5","ROCK RVR",-96.1472,43.7394,-9999,"HYD","57720"
"HRHW1","WEATHER STAT",-120.5711,46.3839,274,"HYD","57745"
"HRLC1","HERALD",-121.2411,38.2950,21,"HYD","57757"
"HRMU1","BLACK SMITH",-111.7381,41.6236,1530,"HYD","57775"
"HRRI2","HURRICANE CR",-89.2333,38.9167,-9999,"HYD","57805"
"HRYV2","HURLEY",-82.0000,37.4167,-9999,"HYD","57877"
"HRZC1","HIRZ",-122.2500,40.9000,976,"HYD","57878"
"HSDO3","HAYSTACK DAM",-121.1500,44.5000,1244,"HYD","57906"
"HSEA4","HOT SPRINGS",-93.0544,34.5236,198,"HYD","57908"
"HSKC1","HASKINS RANC",-121.7642,37.3953,610,"HYD","57922"
"HSNN1","HARRISON",-103.7431,42.4250,1349,"HYD","57942"
"HTCK1","COW CRK NR H",-98.0058,38.1450,-9999,"HYD","58006"
"HTWN6","HARTWICK",-75.0400,42.6600,418,"HYD","58076"
"HUDC1","HUDDART COUN",-122.2889,37.4394,224,"HYD","58093"
"HULO2","DAM CANEY RV",-96.0883,36.9289,227,"HYD","58130"
"HVFC1","HUNGRY VALLE",-118.7972,34.7594,1055,"HYD","58200"
"HWSM8","HARLEM WEATH",-108.8347,48.5433,719,"HYD","58282"
"HWYP1","HAWLEY",-75.1667,41.4833,268,"HYD","58289"
"HYDK2","HYDEN",-83.3714,37.1369,296,"HYD","58303"
"HYSC1","HUYSINK",-120.5269,39.2819,2012,"HYD","58330"
"HZHM7","HUZZAH CREEK",-91.2044,37.9747,-9999,"HYD","58354"
"IDAC1","ISRIA",-120.6711,36.4161,732,"HYD","58473"
"INDN4","SHAMONG",-74.7569,39.7911,27,"HYD","58671"
"INSO2","INOLA",-95.4506,36.1419,-9999,"HYD","58729"
"INVC1","INDIAN VLY R",-122.5336,39.0800,458,"HYD","58736"
"IPRT2","BUFFALO CRK",-98.7517,33.9867,732,"HYD","58785"
"IRIS2","WILD IRISHMA",-103.3656,44.0819,1236,"HYD","58823"
"IRON4","IRONIA",-74.6333,40.8333,220,"HYD","58843"
"IRVN1","LITTLE PAPIL",-96.0500,41.3167,323,"HYD","58866"
"IRWC1","IRWINDALE",-117.9338,34.0961,137,"HYD","58868"
"ISCA3","SANTA CRUZ R",-111.0803,32.3372,665,"HYD","58884"
"ISDN2","INDIAN SPRIN",-115.6825,36.5711,976,"HYD","58889"
"ISLC1","ISABELLA WEA",-118.4772,35.6458,816,"HYD","58899"
"ISWC1","STOVEPIPE WE",-117.1450,36.6019,24,"HYD","58928"
"ITCN6","ITHACA 13E",-76.2603,42.4336,421,"HYD","58939"
"JAGT1","EAST FORK OB",-85.0333,36.4167,207,"HYD","59035"
"JCHL1","JONES CREEK",-91.0444,30.4406,-9999,"HYD","59138"
"JCRN4","TUCKERTON",-74.4640,39.5350,-9999,"HYD","59173"
"JDCA3","JD CABIN PRE",-112.0667,35.1333,2049,"HYD","59196"
"JEMC1","GEM PASS",-119.1781,37.7800,3277,"HYD","59254"
"JENP1","JEANNETTE",-79.6486,40.3275,293,"HYD","59260"
"JESN2","JEAN SE ALER",-115.2408,35.6500,1402,"HYD","59277"
"JHNS2","RAPID CREEK",-103.4569,44.0822,-9999,"HYD","59343"
"JMRW2","LIBERTY",-81.8000,38.6500,302,"HYD","59442"
"JONC1","JOHNSON RANC",-121.9333,37.2167,230,"HYD","59544"
"JPPT1","J P PRIEST",-86.6186,36.1564,-9999,"HYD","59599"
"JRWM8","JUDITH RIVER",-110.2892,46.8846,1543,"HYD","59650"
"JSEN2","JEAN SOUTHEA",-115.1881,35.7292,966,"HYD","59660"
"JSIM7","EAST FORK BL",-90.8425,37.5525,252,"HYD","59662"
"JSST1","JOHN SEVIER",-82.9619,36.3806,335,"HYD","59689"
"JSWN2","JEAN SOUTHWE",-115.3986,35.7383,889,"HYD","59705"
"JTST2","JAYTON 1S",-100.5678,33.2325,613,"HYD","59718"
"JXAT2","CATTLE WALK",-94.0978,29.7658,-9999,"HYD","59792"
"JYAT2","EASTEX FREEW",-94.1578,30.1275,-9999,"HYD","59795"
"JYBT2","BEAUMONT YAC",-94.0917,30.0972,-9999,"HYD","59796"
"JYCT2","MOORE RD. DE",-94.2731,30.0975,-9999,"HYD","59798"
"JYDT2","TAYLOR BAYOU",-93.9983,29.8597,-9999,"HYD","59799"
"JYFT2","GIWW S. H. 8",-93.9661,29.8247,-9999,"HYD","59802"
"JYGT2","TAYLOR BAYOU",-94.0508,29.8817,-9999,"HYD","59804"
"JYIT2","HILLEBRANDT",-94.1092,29.9269,-9999,"HYD","59806"
"JYJT2","BATISTE CREE",-94.6431,30.1658,-9999,"HYD","59807"
"JYKT2","PINE ISLAND",-94.5678,30.2572,-9999,"HYD","59808"
"JYLT2","LITTLE PINE",-94.5880,30.3486,-9999,"HYD","59810"
"JYMT2","BLACK CREEK",-94.3647,30.2556,-9999,"HYD","59812"
"JYNT2","PINE ISLAND",-94.2750,30.1375,-9999,"HYD","59813"
"JYPT2","STAR LAKE GI",-94.1581,29.6891,-9999,"HYD","59816"
"JYQT2","MAHAW BAYOU",-94.2453,29.8072,-9999,"HYD","59817"
"JYRT2","MAHAW BAYOU",-94.3511,29.8564,-9999,"HYD","59819"
"JYST2","MAHAW BAYOU",-94.3253,29.7967,-9999,"HYD","59821"
"JYTT2","EAST LANE DI",-94.2136,30.0580,-9999,"HYD","59822"
"JZBT2","S. H. 326 PI",-94.4028,30.0925,-9999,"HYD","59832"
"JZCT2","FOREST TRAIL",-94.2489,30.1402,-9999,"HYD","59833"
"JZDT2","TRAM ROAD DI",-94.1997,30.1691,-9999,"HYD","59834"
"JZGT2","WASHINGTON B",-94.1564,30.0533,-9999,"HYD","59837"
"JZHT2","SH 124 HILLE",-94.1483,30.0356,-9999,"HYD","59838"
"JZIT2","SOUTH 8TH ST",-94.1236,30.0577,-9999,"HYD","59840"
"JZJT2","HIGHLAND AVE",-94.0856,30.0292,-9999,"HYD","59841"
"JZKT2","PRUTZMAN RD",-94.1778,30.0767,-9999,"HYD","59842"
"JZLT2","LANDIS DRIVE",-94.1983,30.0664,-9999,"HYD","59843"
"JZMT2","WALDEN ROAD",-94.1817,30.0381,-9999,"HYD","59844"
"JZNT2","FRINT ROAD W",-94.1550,30.0022,-9999,"HYD","59845"
"JZOT2","KIDD ROAD DI",-94.2389,29.9942,-9999,"HYD","59846"
"JZPT2","LNVA CHEEK C",-94.2311,29.9355,-9999,"HYD","59848"
"JZST2","TURNER ROAD",-94.3147,30.0639,-9999,"HYD","59851"
"JZTT2","SOUTH CHINA",-94.3344,30.0258,-9999,"HYD","59852"
"JZUT2","S. PINE ISLA",-94.2558,30.0322,-9999,"HYD","59853"
"JZVT2","STATE HWY 36",-94.3258,29.9453,-9999,"HYD","59854"
"JZWT2","F.M. 1406 NO",-94.4000,29.9475,-9999,"HYD","59855"
"JZYT2","LABELLE ROAD",-94.1594,29.8750,-9999,"HYD","59857"
"KASQ2","KASLO",-116.9200,49.9200,-9999,"HYD","59955"
"KAWC1","LAKE KAWEAH",-119.0056,36.4158,174,"HYD","59964"
"KCDN2","KYLE CANYON",-115.3386,36.3003,976,"HYD","60029"
"KCRW4","ROCK CREEK A",-106.2222,41.5853,2375,"HYD","60056"
"KCYC1","SAN LORENZO",-121.0653,36.2681,131,"HYD","60067"
"KCYN2","KYLE CANYON",-115.6085,36.2653,2138,"HYD","60070"
"KEAC1","KEARNEY MESA",-117.1264,32.8333,130,"HYD","60097"
"KEBN1","KENNARD",-96.1833,41.4500,-9999,"HYD","60103"
"KILO1","KILLBUCK CK",-81.9667,40.4833,-9999,"HYD","60311"
"KIMQ2","KIMBERLEY",-115.9800,49.6800,-9999,"HYD","60322"
"KINN3","KINGMAN FARM",-70.9386,43.1722,37,"HYD","60335"
"KIZP1","WARREN",-79.0167,41.8333,-9999,"HYD","60369"
"KLML1","KNOX LANDING",-91.5833,31.0667,-9999,"HYD","60437"
"KNGI2","KINGSTON MIN",-89.7778,40.5527,130,"HYD","60544"
"KNRT2","KENNARD 7N",-95.1353,31.4894,-9999,"HYD","60601"
"KNSO2","FLINT CREEK",-94.7066,36.1863,261,"HYD","60609"
"KOPW2","KOPPERSTON",-81.5833,37.7333,506,"HYD","60666"
"KSFC1","KENT SEA FAR",-116.0922,33.5372,-61,"HYD","60815"
"KSTS2","SPRING CREEK",-103.3403,43.9792,1184,"HYD","60923"
"KWKC1","KESWICK RSVR",-122.4433,40.6117,182,"HYD","61045"
"KWTT1","KNOXVILLE WA",-83.9267,35.9456,259,"HYD","61059"
"KXST2","KNOX CITY ME",-99.8649,33.4455,448,"HYD","61069"
"LADA4","L&D NO.4 ARK",-91.9000,34.2500,67,"HYD","61153"
"LADT2","LADONIA",-95.9408,33.4150,182,"HYD","61165"
"LAKN2","THE LAKES AL",-115.2800,36.1258,799,"HYD","61225"
"LAKN4","LAKE HOPATCO",-74.6650,40.9164,290,"HYD","61227"
"LANA4","LITL MISSOUR",-93.8994,34.3114,-9999,"HYD","61264"
"LANW4","MIDDLE FORK",-108.7978,42.7575,1998,"HYD","61286"
"LAST1","E. FORK STON",-86.3333,35.9167,155,"HYD","61337"
"LBDA3","BLACK CANYON",-110.6978,34.3311,2134,"HYD","61420"
"LBDC1","LOS BANOS DA",-120.9297,36.9936,107,"HYD","61421"
"LBDN5","DAM ON RIO G",-106.9192,32.4792,-9999,"HYD","61423"
"LBIC1","LIBERTY ISLA",-121.6931,38.3289,0,"HYD","61442"
"LBZM7","LONGBRANCH E",-92.5167,39.7500,256,"HYD","61534"
"LCCN2","LOWER C 1 CH",-114.9683,36.0850,466,"HYD","61555"
"LCRC2","LA JUNTA 17",-103.8225,37.8639,1348,"HYD","61665"
"LCWU1","LITTLE COTTO",-111.8439,40.6042,1378,"HYD","61709"
"LDCN2","LOWER DUCK C",-115.1553,36.0211,675,"HYD","61727"
"LDST2","LEVELLAND 4S",-102.3600,33.5264,1066,"HYD","61777"
"LDWM8","LIBBY DAM WE",-115.3167,48.4667,750,"HYD","61789"
"LECW1","LESTER WX",-121.4881,47.2103,494,"HYD","61827"
"LEXC1","LEXINGTON RS",-121.9881,37.2017,203,"HYD","61982"
"LGAC2","LA GARITA CR",-106.3181,37.8133,2448,"HYD","62061"
"LGCW4","LITTLE GOOSE",-107.0400,44.5959,1482,"HYD","62077"
"LGNU1","LOGAN RVR AB",-111.7819,41.7433,1427,"HYD","62130"
"LGRC1","LA GRANADA M",-119.4236,34.4172,680,"HYD","62147"
"LGWN2","LOGAN WASH A",-114.5311,36.5958,626,"HYD","62180"
"LHST2","LAKE ALAN HE",-101.0578,33.0772,705,"HYD","62223"
"LIBS1","TWELVE MILE",-82.7486,34.8014,251,"HYD","62244"
"LISO1","LISBON",-80.7508,40.7722,290,"HYD","62315"
"LITS2","LITTLE WHITE",-101.6297,43.1667,928,"HYD","62325"
"LITU1","LITTLE COTTO",-111.7994,40.5883,1530,"HYD","62326"
"LIVT2","LONG KING CR",-94.9586,30.7161,-9999,"HYD","62339"
"LIXT2","WOODROW 3W",-101.8908,33.4543,-9999,"HYD","62344"
"LIZM1","LIMESTONE CR",-67.9000,46.9900,230,"HYD","62347"
"LJCC2","LA JARA CREE",-106.1878,37.2089,-9999,"HYD","62354"
"LKCI4","NORTH RACCOO",-94.7261,42.1689,326,"HYD","62386"
"LKNW2","CLEAR CREEK",-81.3000,37.9333,963,"HYD","62456"
"LKST2","LEON CREEK A",-98.5839,29.3297,-9999,"HYD","62493"
"LKWA3","LOOKOUT WASH",-113.5333,35.2000,1585,"HYD","62514"
"LLDN7","LAKE LOGAN A",-82.9250,35.4208,871,"HYD","62553"
"LLVA3","LEE VALLEY D",-109.4990,33.9420,2871,"HYD","62627"
"LLVN2","LOWER LAS VE",-115.1603,36.2550,640,"HYD","62628"
"LLYT2","LANGHAM CK L",-95.6464,29.8669,-9999,"HYD","62639"
"LMBM5","COTTONWOOD R",-95.2447,44.2392,349,"HYD","62655"
"LMDN2","LONE MTN DET",-115.3094,36.2319,799,"HYD","62681"
"LMPC1","LOMA PRIETA",-121.8428,37.1108,1155,"HYD","62722"
"LMRA4","LITTLE PINEY",-93.3333,35.4500,115,"HYD","62727"
"LMRC1","LA MIRADA ST",-118.0167,33.8831,23,"HYD","62728"
"LMSC1","LA MESA FIRE",-117.0167,32.7667,162,"HYD","62741"
"LMST2","LAMESA 2SE",-101.9361,32.7058,901,"HYD","62746"
"LNDA4","L&D NO.5 ARK",-92.1000,34.4167,72,"HYD","62800"
"LNGO2","US HWY 82 BR",-95.0483,36.4389,185,"HYD","62845"
"LNSC2","SAINT VRAIN",-105.2594,40.2181,1613,"HYD","62913"
"LOGN7","SECOND BROAD",-81.8722,35.4042,256,"HYD","63005"
"LOIN4","LODI",-74.0833,40.8667,15,"HYD","63018"
"LOOW2","LOONEYVILLE",-81.2822,38.6383,334,"HYD","63066"
"LOWC1","CHALK PEAK",-121.4034,35.9457,1046,"HYD","63125"
"LOYP1","LOYALSOCKVIL",-76.9167,41.3333,179,"HYD","63140"
"LPAC1","LOS POSAS RE",-119.0850,34.2261,91,"HYD","63142"
"LPRC1","LOS PADRES D",-121.6669,36.3861,316,"HYD","63207"
"LSGV2","LEESBURG 3N",-77.5525,39.1575,-9999,"HYD","63419"
"LSHC1","LAKESHORE",-122.3831,40.8669,335,"HYD","63422"
"LSLC1","ALERT #527",-120.2167,34.7333,244,"HYD","63439"
"LSMN2","LOVELL SUMMI",-115.6120,36.1656,2010,"HYD","63455"
"LSRC1","LOWER SANTA",-121.0667,35.5667,24,"HYD","63482"
"LSTC1","LAST CHANCE",-119.0497,34.4928,1378,"HYD","63498"
"LTMW2","LITWAR MET",-81.8681,37.4811,624,"HYD","63586"
"LTSM7","EAST FORK BL",-90.8383,37.4936,-9999,"HYD","63618"
"LVCN2","LAS VEGAS WA",-115.1111,36.2397,588,"HYD","63734"
"LVGT1","LIVINGSTON",-85.3167,36.3833,-9999,"HYD","63749"
"LVLN2","LAS VEGAS CK",-115.0794,36.1811,543,"HYD","63762"
"LVPN2","LAS VEGAS WA",-114.9850,36.0875,470,"HYD","63788"
"LVTT2","CELESTE",-96.2467,33.3022,193,"HYD","63810"
"LWBQ2","OKANOGAN LAK",-119.5000,49.8800,-9999,"HYD","63837"
"LWCN2","LAS VEGAS WA",-115.0469,36.1397,521,"HYD","63844"
"LWDC1","SAN ANTONIO",-121.0871,35.8967,250,"HYD","63849"
"LWMA3","WHITE MOUNTA",-109.9953,34.3728,1822,"HYD","63878"
"LWRS2","LITTLE WHITE",-100.7494,43.6014,583,"HYD","63908"
"LWST2","LUBBOCK 3W",-101.8991,33.6040,985,"HYD","63921"
"LWWT2","LAKE WAXAHAC",-96.8050,32.3417,-9999,"HYD","63939"
"LXHC2","ARKANSAS RIV",-103.5319,37.9906,-9999,"HYD","63955"
"LYLK2","CUMBERLAND R",-83.3500,36.8500,-9999,"HYD","63990"
"LYMA3","LYMAN LAKE S",-109.3833,34.3667,1823,"HYD","63994"
"LYMC1","TICK RIDGE",-116.7706,33.9778,1291,"HYD","63995"
"MAEC1","MAPEL RANCH",-121.4831,36.0389,805,"HYD","66466"
"MATK1","MATFIELD GRE",-96.5675,38.1883,396,"HYD","66670"
"MAUL1","AMITE RIVER",-90.6086,30.3078,3,"HYD","66694"
"MAZC1","MANZANITA MT",-120.0833,34.9000,973,"HYD","66745"
"MAZM7","ELM FORK SAL",-92.1667,39.4333,-9999,"HYD","66748"
"MBCA4","BIG CREEK",-92.1133,36.3569,-9999,"HYD","66757"
"MBKC1","MEADOW BROOK",-118.8619,37.0811,2485,"HYD","66790"
"MBKN6","MILLBROOK 3W",-73.7422,41.7857,119,"HYD","66791"
"MBLO1","BLANCHARD RI",-83.5572,40.9244,-9999,"HYD","66803"
"MBMA3","BULL MOUNTAI",-114.0875,35.2722,1387,"HYD","66809"
"MBRI4","BLOODY RUN C",-91.2064,43.0408,-9999,"HYD","66826"
"MBYP1","CROOKED CREE",-77.2833,41.8500,-9999,"HYD","66859"
"MCCQ2","MCCULLOCH",-119.2000,49.8000,-9999,"HYD","66919"
"MCDW1","MCNARY",-119.2978,45.9406,110,"HYD","66947"
"MCGT1","COLLINS RIVE",-85.7333,35.7167,252,"HYD","66984"
"MCIC1","MCINTIRE RD",-121.0381,38.2203,55,"HYD","67005"
"MCMO1","MCCOMB",-83.7833,41.1000,232,"HYD","67076"
"MCPA3","CHERUM PEAK",-114.1588,35.4010,1622,"HYD","67114"
"MCUC1","MC CLOUD D P",-122.0711,41.1300,820,"HYD","67176"
"MCVT2","COW BAYOU NE",-93.9083,30.1861,-9999,"HYD","67185"
"MCYC1","MINT CANYON",-118.3621,34.5087,851,"HYD","67206"
"MDCA3","DEVLIN CHANN",-114.0383,35.2590,1041,"HYD","67237"
"MDLK2","YELLOW CK",-83.6886,36.6681,335,"HYD","67312"
"MDMI1","MINIDOKA DAM",-113.4833,42.6667,1280,"HYD","67326"
"MDSN4","BOUND BROOK",-74.5080,40.5849,11,"HYD","67371"
"MDSO1","ALTON DARBY",-83.1708,39.9781,274,"HYD","67372"
"MEDO1","MEDINA",-81.8894,41.1278,335,"HYD","67467"
"MERM1","R GAGE ON SA",-69.9333,44.7000,70,"HYD","67549"
"MFDA3","FREDONIA",-112.5186,36.9564,1435,"HYD","67613"
"MFDP1","MANSFIELD",-77.0833,41.8000,-9999,"HYD","67624"
"MFNT2","SAN ANTONIO",-97.0428,28.5311,-9999,"HYD","67652"
"MFPU1","MAGNA FIRE S",-112.1003,40.7108,1301,"HYD","67659"
"MGCA3","GOLD COAST C",-114.3697,35.0352,1220,"HYD","67696"
"MGLO1","MAGNOLIA",-81.3000,40.6333,-9999,"HYD","67728"
"MGTC1","MT. GEORGE",-122.2050,38.3431,305,"HYD","67781"
"MGUT2","MONTAGUE",-97.7583,33.6508,-9999,"HYD","67789"
"MGYN7","JONATHAN CRE",-83.1064,35.5202,939,"HYD","67802"
"MHBC1","COSUMNES R M",-121.0442,38.5003,51,"HYD","67810"
"MHMC1","MT. HAMILTON",-121.6333,37.3500,1280,"HYD","67849"
"MHPA3","HAYDEN PEAK",-113.9050,35.0808,2541,"HYD","67862"
"MHST2","MONAHANS 5EN",-102.8100,31.6200,829,"HYD","67881"
"MIDN4","MIDDLEBUSH",-74.5167,40.3333,34,"HYD","67953"
"MKHC1","MARHAM RAVIN",-121.5147,38.8656,12,"HYD","68161"
"MKHK1","CRN SITE MAN",-96.6097,39.1028,-9999,"HYD","68165"
"MLBA4","MULBERRY RIV",-94.0153,35.5769,132,"HYD","68238"
"MLBK1","MARION LAKE",-97.0819,38.3722,417,"HYD","68244"
"MLDS1","MAULDIN HIGH",-82.2556,34.7872,296,"HYD","68282"
"MLLT1","BIG CREEK AT",-89.9167,35.3333,-9999,"HYD","68357"
"MLMA3","LAKE MEAD CI",-114.0903,35.9508,1050,"HYD","68363"
"MLNM5","CHIPPEWA RIV",-95.7986,45.1083,299,"HYD","68378"
"MLPA3","MINERAL PARK",-114.1633,35.3694,1246,"HYD","68399"
"MLRN7","MILLS RVR",-82.5608,35.3856,652,"HYD","68413"
"MMGO1","GREAT MIAMI",-84.2897,39.6444,207,"HYD","68520"
"MMLA4","LAKE MAUMELL",-92.6536,34.8750,-9999,"HYD","68533"
"MMTN2","MORMON MESA",-114.4181,36.6647,610,"HYD","68589"
"MMZA3","MANZANITA",-113.1725,35.8444,2248,"HYD","68605"
"MNCP1","MARION CENTE",-79.0547,40.7675,384,"HYD","68633"
"MNFC1","MONTE NIDO F",-118.6925,34.0778,183,"HYD","68658"
"MNFT2","WALNUT CREEK",-97.1017,32.5808,162,"HYD","68664"
"MNGA3","NORTH GOLDEN",-114.2688,35.3455,1020,"HYD","68665"
"MNHM5","NORTH FORK C",-94.5460,45.2530,332,"HYD","68681"
"MNST2","MORTON 1NE",-102.7397,33.7347,1145,"HYD","68771"
"MNYP1","MUNCY CREEK",-76.7500,41.2000,152,"HYD","68817"
"MNYT1","MONTEREY",-85.3000,36.1333,-9999,"HYD","68818"
"MOAN2","MUDDY R",-114.6944,36.7111,521,"HYD","68824"
"MOCM7","MISS.RVR NR.",-89.4575,37.4511,-9999,"HYD","68845"
"MODP1","W BR BRANDYW",-75.8017,39.9617,81,"HYD","68860"
"MOGL1","BAYOU COCODR",-91.6267,31.4250,-9999,"HYD","68898"
"MOGN2","TRUCKEE R NR",-119.9308,39.5072,1430,"HYD","68900"
"MOLA4","L&D NO.9 ARK",-92.7833,35.1167,95,"HYD","68926"
"MONN4","MONKSVILLE R",-74.3000,41.1000,107,"HYD","68968"
"MORA4","MORRILTON",-92.7319,35.1275,85,"HYD","69023"
"MORQ2","MORRISSEY RI",-114.9667,49.4500,1802,"HYD","69050"
"MPDT2","MIDDLE FORK",-100.8800,29.5000,-9999,"HYD","69137"
"MRAN8","MEDORA 7E",-103.3769,46.8946,2771,"HYD","69237"
"MRGU1","MORGAN",-111.6815,40.9986,1570,"HYD","69324"
"MRMN2","MORMON MESA",-114.4506,36.7597,646,"HYD","69394"
"MRNV2","MARION TVA R",-81.4833,36.8500,-9999,"HYD","69420"
"MRSO3","MADRAS",-121.1333,44.6833,744,"HYD","69481"
"MRTC2","MANCOS RVR N",-108.7408,37.0275,1541,"HYD","69491"
"MRTN4","MARTINSVILLE",-74.5911,40.6122,-9999,"HYD","69499"
"MRVI3","RAIN GAUGE A",-87.3750,41.5028,194,"HYD","69519"
"MRYM8","ST. MARY",-113.4330,48.7411,1395,"HYD","69540"
"MSCA3","MESCAL",-110.4808,31.9853,1215,"HYD","69575"
"MSGC1","MORMON SLOUG",-121.0083,38.0294,40,"HYD","69613"
"MSHC1","MT.SAINT HEL",-122.6139,38.6561,1220,"HYD","69621"
"MSKC1","MISSION CK",-116.6267,34.0106,732,"HYD","69642"
"MSOC2","MINNESOTA CR",-107.5036,38.8700,1890,"HYD","69680"
"MSPN4","MORRIS PLAIN",-74.5167,40.8333,201,"HYD","69698"
"MSQN2","MESQUITE AP",-114.0533,36.8411,600,"HYD","69707"
"MSTN4","AIRPORT",-74.4153,40.7992,58,"HYD","69749"
"MSVL1","TCHEFUNCTE R",-90.1578,30.4064,-9999,"HYD","69764"
"MSWV1","MT SNOW",-72.9000,42.9700,-9999,"HYD","69772"
"MSZM7","LITTLE SAC R",-93.4833,37.4833,-9999,"HYD","69783"
"MTBW1","MT. BAKER BA",-121.6778,48.8630,1284,"HYD","69812"
"MTJC1","MATILIJA CAN",-119.3711,34.5411,1341,"HYD","69905"
"MTJP1","MOUNT JEWETT",-78.6500,41.7333,-9999,"HYD","69907"
"MTLA3","MT LEMMON AL",-110.7881,32.4414,2744,"HYD","69915"
"MTMC1","MT. MADONNA",-121.7044,37.0109,555,"HYD","69930"
"MTNW1","QUARTZ MTN S",-121.0833,47.0667,1905,"HYD","69963"
"MTPO1","MARION TOWNS",-82.4411,39.6144,311,"HYD","69990"
"MTRC1","MUSTANG RIDG",-120.7602,36.1934,551,"HYD","70004"
"MTRK1","SMOKY HILL R",-97.5711,38.7108,369,"HYD","70009"
"MTSN4","MOUNTAINSIDE",-74.3758,40.6831,122,"HYD","70036"
"MTST2","MITCHELL ST",-98.4944,29.3928,-9999,"HYD","70037"
"MTTT2","MARRIETTA 3E",-94.4919,33.1952,82,"HYD","70048"
"MTVW1","MOUNT VERNON",-122.3867,48.4403,4,"HYD","70069"
"MUDC1","MUD SPRINGS",-123.2917,40.7197,1037,"HYD","70112"
"MUDC2","MUDDY CREEK",-103.2433,37.7628,1290,"HYD","70113"
"MUGT1","WEST FORK ST",-86.4333,35.8667,-9999,"HYD","70136"
"MUST2","MULESHOE 2S",-102.7422,34.2061,1160,"HYD","70196"
"MVDN2","MATSEW VLY D",-114.2167,37.5000,1668,"HYD","70221"
"MWBN1","MILLARD",-96.1333,41.2000,-9999,"HYD","70299"
"MWTA4","MILLWOOD DAM",-93.9500,33.6833,76,"HYD","70345"
"MYDP1","MEYERSDALE",-79.0500,39.7833,-9999,"HYD","70386"
"MYKA3","MOHAVE COUNT",-113.9989,35.2311,1043,"HYD","70406"
"MYLA4","L&D NO.7 MUR",-92.3500,34.8000,-9999,"HYD","70411"
"MYMA3","MOHAVE COUNT",-114.5618,34.8693,140,"HYD","70416"
"MYST2","PAT MAYES DA",-95.5439,33.8528,-9999,"HYD","70440"
"MYUA3","LAZY Y U",-113.9672,35.1283,1375,"HYD","70448"
"MYVN6","MAYVILLE NR",-79.5167,42.2500,-9999,"HYD","70453"
"MZTC1","MANZANITA FL",-117.0464,34.1600,1195,"HYD","70476"
"NACC1","NACIMIENTO R",-120.8835,35.7579,236,"HYD","70529"
"NADC1","NATIVIDAD",-121.6250,36.6931,21,"HYD","70536"
"NAGA4","DAM NO.2 ARK",-91.3167,33.9833,55,"HYD","70541"
"NAPC1","ATLAS PEAK",-122.2500,38.4330,506,"HYD","70570"
"NBWL1","NORTH BRANCH",-91.0914,30.4178,0,"HYD","70694"
"NBYC1","NACIMIENTO R",-121.0928,35.7886,244,"HYD","70696"
"NCCT1","NORTH CHICKA",-85.2358,35.2383,235,"HYD","70716"
"NCCT2","NEWTON",-93.7853,30.8189,-9999,"HYD","70717"
"NEBS2","WHITE RIVER",-102.8353,43.0131,924,"HYD","70850"
"NECV2","LID 1151 NEW",-80.1000,37.5000,390,"HYD","70857"
"NEDK1","VERDIGRIS RI",-95.6719,37.4122,290,"HYD","70862"
"NELA1","NEWELL 2E",-85.3992,33.4372,257,"HYD","70890"
"NESN4","NESHANIC",-74.7167,40.4667,171,"HYD","70930"
"NEWM7","NEWBURG",-91.9033,37.9097,-9999,"HYD","70975"
"NFFW1","N F NEWAUKUM",-122.7522,46.6672,122,"HYD","71023"
"NFMC1","NORTH FORK M",-119.3056,34.4925,348,"HYD","71047"
"NFSW4","N. FORK SHOS",-109.4297,44.4697,1701,"HYD","71069"
"NHGC1","NEW HOGAN LK",-120.8139,38.1550,169,"HYD","71130"
"NHRQ2","NATAL HAMMER",-114.8300,49.7700,-9999,"HYD","71159"
"NIPC1","NR LOPEZ LK",-120.4594,35.2003,168,"HYD","71222"
"NISW1","NISQUALLY R",-122.0833,46.7500,442,"HYD","71233"
"NLSN2","NELLIS AFB S",-115.0242,36.2261,558,"HYD","71340"
"NLWW4","N. FORK LITT",-109.0006,43.0286,1866,"HYD","71352"
"NMIC2","PURGATOIRE R",-103.5106,37.7147,-9999,"HYD","71423"
"NMLA4","NIMROD DAM P",-93.1667,34.9500,146,"HYD","71429"
"NNWC2","CO NUNN 7 NN",-104.7550,40.8067,-9999,"HYD","71515"
"NOGA4","NORREL L&D N",-91.1833,34.0333,52,"HYD","71538"
